IDEvento;DSEvento
2702;DIR REQ LAV/BARRAGENS RECURSO MULTA 2ª INST PROVIDO PUBL
2703;DIR REQ LAV/BARRAGENS RECURSO MULTA ÚLTIMA INST PROVIDO PUBL
2704;LICEN/BARRAGENS RECURSO MULTA 2ª INST PROVIDO PUBL
2705;LICEN/BARRAGENS RECURSO MULTA ÚLTIMA INST PROVIDO PUBL
2706;PLG/BARRAGENS RECURSO MULTA 2ª INST PROVIDO PUBL
2707;PLG/BARRAGENS RECURSO MULTA ÚLTIMA INST PROVIDO PUBL
2708;REQ LAV/BARRAGENS RECURSO MULTA 2ª INST PROVIDO PUBL
2709;REQ LAV/BARRAGENS RECURSO MULTA ÚLTIMA INST PROVIDO PUBL
2710;AUT PESQ/BARRAGENS RECURSO MULTA NEGADO PUBL
2711;CONC LAV/BARRAGENS RECURSO MULTA NEGADO PUBL
2712;DIR REQ LAV/BARRAGENS RECURSO MULTA NEGADO PUBL
2713;LICEN/BARRAGENS RECURSO MULTA NEGADO PUBL
2714;PLG/BARRAGENS RECURSO MULTA NEGADO PUBL
2715;REQ LAV/BARRAGENS RECURSO MULTA NEGADO PUBL
2716;AUT PESQ/BARRAGENS ARQUIVAMENTO AUTO INFRAÇÃO PUBL
2717;CONC LAV/BARRAGENS ARQUIVAMENTO AUTO INFRAÇÃO PUBL
2718;DIR REQ LAV/BARRAGENS ARQUIVAMENTO AUTO INFRAÇÃO PUBL
2719;LICEN/BARRAGENS ARQUIVAMENTO AUTO INFRAÇÃO PUBL
2720;PLG/BARRAGENS ARQUIVAMENTO AUTO INFRAÇÃO PUBL
2721;REQ LAV/BARRAGENS ARQUIVAMENTO AUTO INFRAÇÃO PUBL
2722;AUT PESQ/BARRAGENS RECURSO MULTA 1ª INST PROVIDO PUBL
2723;CONC LAV/BARRAGENS RECURSO MULTA 1ª INST PROVIDO PUBL
2724;DIR REQ LAV/BARRAGENS RECURSO MULTA 1ª INST PROVIDO PUBL
2725;LICEN/BARRAGENS RECURSO MULTA 1ª INST PROVIDO PUBL
2726;PLG/BARRAGENS RECURSO MULTA 1ª INST PROVIDO PUBL
2727;REQ LAV/BARRAGENS RECURSO MULTA 1ª INST PROVIDO PUBL
2728;REQ PESQ/RECURSO PROVIDO-SUPERINTENDENTE PUBL
2729;CONC LAV/PORTARIA ENGLOBANDO OUTRO TÍTULO DE LAVRA ANM PUBL
2730;CONC LAV/TÍTULO ENGLOBADO POR OUTRA PORTARIA LAVRA ANM PUBL
2731;LICEN/RECURSO 2ª INSTÂNCIA PROVIDO PUBL
2732;PLG/RECURSO RENOVAÇÃO 2ª INSTÂNCIA PROVIDO PUBL
2733;AUT PESQ/BARRAGENS ARQUIVAMENTO AUTO DE EMBARGO PUBL
2734;CONC LAV/BARRAGENS ARQUIVAMENTO AUTO DE EMBARGO PUBL
2735;DIR REQ LAV/BARRAGENS ARQUIVAMENTO AUTO DE EMBARGO PUBL
2736;LICEN/BARRAGENS ARQUIVAMENTO AUTO DE EMBARGO PUBL
2737;PLG/BARRAGENS ARQUIVAMENTO AUTO DE EMBARGO PUBL
2738;REQ LAV/BARRAGENS ARQUIVAMENTO AUTO DE EMBARGO PUBL
2739;DIR REQ LAV/RAL ANO BASE APRESENTADO
2740;DIR REQ LAV/RAL ANOS ANTERIORES APRESENTADO
2741;DIR REQ LAV/RAL RETIFICADOR ANOS ANTERIORES APRESENTADO
2742;DIR REQ LAV/RAL RETIFICADOR ANO BASE APRESENTADO
2743;DISPONIB/AVALIAÇÃO SOCIAL/SEM PROTOC REQ/ÁREA LIVRE
2744;AUT PESQ/BARRAGENS DESPACHO PUBL
2745;CONC LAV/BARRAGENS DESPACHO PUBL
2746;DIR REQ LAV/BARRAGENS DESPACHO PUBL
2747;LICEN/BARRAGENS DESPACHO PUBL
2748;PLG/BARRAGENS DESPACHO PUBL
2749;REQ LAV/BARRAGENS DESPACHO PUBL
2750;PLG/PRORROGAÇÃO AUTOMÁTICA RESOLUÇÃO 76/2021-COVID
2751;REG EXT/PRORROGAÇÃO AUTOMÁTICA RESOLUÇÃO 76/2021-COVID
2752;AUT PESQ/GUIA UTILIZAÇÃO 1 ANO AUTORIZADA PUBL
2753;AUT PESQ/GUIA UTILIZAÇÃO 2 ANOS AUTORIZADA PUBL
2754;AUT PESQ/GUIA UTILIZAÇÃO 3 ANOS AUTORIZADA PUBL
2755;DIR REQ LAV/GUIA UTILIZAÇÃO 1 ANO AUTORIZADA PUBL
2756;DIR REQ LAV/GUIA UTILIZAÇÃO 2 ANOS AUTORIZADA PUBL
2757;DIR REQ LAV/GUIA UTILIZAÇÃO 3 ANOS AUTORIZADA PUBL
2758;REQ LAV/GUIA UTILIZAÇÃO 1 ANO AUTORIZADA PUBL
2759;REQ LAV/GUIA UTILIZAÇÃO 2 ANOS AUTORIZADA PUBL
2760;REQ LAV/GUIA UTILIZAÇÃO 3 ANOS AUTORIZADA PUBL
2761;REQ PESQ/PROCESSO DIGITALIZADO
2762;AUT PESQ/PROCESSO DIGITALIZADO
2763;DIR REQ LAV/PROCESSO DIGITALIZADO
2764;REQ LAV/PROCESSO DIGITALIZADO
2765;CONC LAV/PROCESSO DIGITALIZADO
2766;REQ LICEN/PROCESSO DIGITALIZADO
2767;LICEN/PROCESSO DIGITALIZADO
2768;REQ PLG/PROCESSO DIGITALIZADO
2769;PLG/PROCESSO DIGITALIZADO
2770;REQ EXT/PROCESSO DIGITALIZADO
2771;REG EXT/PROCESSO DIGITALIZADO
2772;DISPONIB/PROCESSO DIGITALIZADO
2773;APTO DISP/PROCESSO DIGITALIZADO
2774;DIR REQ LAV/DECLARA CADUCO DIREITO REQUERER LAVRA PUBL
2775;PARCELAMENTO DÉBITO SOLICITAÇÃO PROTOC
2776;DIR REQ LAV/TORNA S/EFEITO CADUCIDADE DIR REQ LAV PUBL
2777;DISPONIB/TORNA S/EFEITO EDITAL DISPON-ÁREA DIR REQ LAV PUBL
2778;DISPONIB/LEILÃO ELETRÔNICO/PROPOSTA PAGA
2779;REQ PLG/OPÇÃO REGIME INTIMAÇÃO MUDANÇA REGIME AUT PESQ PUBL
2780;PLG/OPÇÃO REGIME INTIMAÇÃO MUDANÇA REGIME AUT PESQ PUBL
2781;REQ PLG/INDEFERIMENTO P/NÃO CUMPRIMENTO DE INTIMAÇÃO PUBL
2782;PLG/OPÇÃO REGIME CANCELAMENTO PLG P/NÃO CUMPR INTIMAÇÃO PUBL
2783;CONC LAV/ARRENDAMENTO DESISTÊNCIA HOMOLOGADA PUBL
2784;AUT PESQ/DECISÃO DA CLASSIFICAÇÃO DA ÁGUA PUBL
2785;REQ LAV/DECISÃO DA CLASSIFICAÇÃO DA ÁGUA PUBL
2786;CONC LAV/DECISÃO DA CLASSIFICAÇÃO DA ÁGUA PUBL
2787;APTO DISP/DESPACHO DIVERSO PUBL
2788;ONERAÇÃO DIREITOS - ARRESTO APROVADO PUBL
2789;ONERAÇÃO DIREITOS - ARRESTO AVERBADO
2790;ONERAÇÃO DIREITOS - ARRESTO - LIBERAÇÃO APROVADA PUBL
2791;ONERAÇÃO DIREITOS - ARRESTO - LIBERAÇÃO AVERBADA
2792;TRANSF DIREITOS - DETERMINAÇÃO JUDICIAL PROTOC
2793;TRANSF DIREITOS - DETERMINAÇÃO JUDICIAL APROVADA PUBL
2794;TRANSF DIREITOS - DETERMINAÇÃO JUDICIAL AVERBADA
2795;TRANSF DIREITOS - DETERMINAÇÃO JUDICIAL CANCELADA PUBL
2796;TRANSF DIREITOS - CARTA DE ARREMATAÇÃO PROTOC
2797;TRANSF DIREITOS - CARTA DE ARREMATAÇÃO APROVADA PUBL
2798;TRANSF DIREITOS - CARTA DE ARREMATAÇÃO AVERBADA
2799;PROCESSO SANCIONADOR INSTAURADO
2800;BARRAGENS INFORMAÇÃO CADASTRADA
2801;REQ LAV/COMPLEMENTO REQ LAV EDITAL DISP PROTOC
2802;DISPONIB/ÁREA DESCARTADA DISPONIB P/PESQUISA - EDITAL PUBL
2803;AUT PESQ/EXIGÊNCIA PRAZO OFÍCIO PUBL
2804;DIR REQ LAV/EXIGÊNCIA PRAZO OFÍCIO PUBL
2805;REQ LAV/EXIGÊNCIA PRAZO OFÍCIO PUBL
2806;CONC LAV/EXIGÊNCIA PRAZO OFÍCIO PUBL
2807;LICEN/EXIGÊNCIA PRAZO OFÍCIO PUBL
2808;PLG/EXIGÊNCIA PRAZO OFÍCIO PUBL
2809;BARRAGENS REQUERIMENTO DEFERIDO PUBL
2810;BARRAGENS REQUERIMENTO INDEFERIDO PUBL
2811;BARRAGENS REQUERIMENTO DEFERIDO PARCIALMENTE PUBL
2812;REQ PLG/BARRAGENS EXIGÊNCIA PRAZO OFÍCIO PUBL
2813;PROCESSO COBRANÇA TAH INSTAURADO
2814;REQ PESQ/RECURSO PROVIDO - DIRETOR-GERAL PUBL
2815;AUT PESQ/RECURSO PROVIDO - DIRETOR-GERAL PUBL
2816;DIR REQ LAV/RECURSO PROVIDO - DIRETOR-GERAL PUBL
2817;REQ LAV/RECURSO PROVIDO - DIRETOR-GERAL PUBL
2818;CONC LAV/RECURSO PROVIDO - DIRETOR-GERAL PUBL
2819;REQ LICEN/RECURSO PROVIDO - DIRETOR-GERAL PUBL
2820;REQ PLG/RECURSO PROVIDO - DIRETOR-GERAL PUBL
2821;REQ EXT/RECURSO PROVIDO - DIRETOR-GERAL PUBL
2822;LICEN/RECURSO PROVIDO - DIRETOR-GERAL PUBL
2823;PLG/RECURSO PROVIDO - DIRETOR-GERAL PUBL
2824;REG EXT/RECURSO PROVIDO - DIRETOR-GERAL PUBL
2825;REQ PESQ/RECURSO NEGADO - DIRETOR-GERAL PUBL
2826;AUT PESQ/RECURSO NEGADO - DIRETOR-GERAL PUBL
2827;DIR REQ LAV/RECURSO NEGADO - DIRETOR-GERAL PUBL
2828;REQ LAV/RECURSO NEGADO - DIRETOR-GERAL PUBL
2829;CONC LAV/RECURSO NEGADO - DIRETOR-GERAL PUBL
2830;REQ LICEN/RECURSO NEGADO - DIRETOR-GERAL PUBL
2831;REQ PLG/RECURSO NEGADO - DIRETOR-GERAL PUBL
2832;REQ EXT/RECURSO NEGADO - DIRETOR-GERAL PUBL
2833;LICEN/RECURSO NEGADO - DIRETOR-GERAL PUBL
2834;PLG/RECURSO NEGADO - DIRETOR-GERAL PUBL
2835;REG EXT/RECURSO NEGADO - DIRETOR-GERAL PUBL
2836;DISPONIB/ÁREA DESCARTADA DISPONIB PARA PLG - EDITAL PUBL
2837;AUT PESQ/BARRAGENS RECURSO PROVIDO - DIRETOR-GERAL PUBL
2838;REQ LAV/BARRAGENS RECURSO PROVIDO - DIRETOR-GERAL PUBL
2839;CONC LAV/BARRAGENS RECURSO PROVIDO - DIRETOR-GERAL PUBL
2840;LICEN/BARRAGENS RECURSO PROVIDO - DIRETOR-GERAL PUBL
2841;PLG/BARRAGENS RECURSO PROVIDO - DIRETOR-GERAL PUBL
2842;AUT PESQ/BARRAGENS RECURSO NEGADO - DIRETOR-GERAL PUBL
2843;REQ LAV/BARRAGENS RECURSO NEGADO - DIRETOR-GERAL PUBL
2844;CONC LAV/BARRAGENS RECURSO NEGADO - DIRETOR-GERAL PUBL
2845;LICEN/BARRAGENS RECURSO NEGADO - DIRETOR-GERAL PUBL
2846;PLG/BARRAGENS RECURSO NEGADO - DIRETOR-GERAL PUBL
2847;REQ PESQ/RECURSO NEGADO-SUPERINTENDENTE PUBL
2848;AUT PESQ/RECURSO NEGADO-SUPERINTENDENTE PUBL
2849;DIR REQ LAV/RECURSO NEGADO-SUPERINTENDENTE PUBL
2850;REQ LAV/RECURSO NEGADO-SUPERINTENDENTE PUBL
2851;CONC LAV/RECURSO NEGADO-SUPERINTENDENTE PUBL
2852;REQ LICEN/RECURSO NEGADO-SUPERINTENDENTE PUBL
2853;REQ PLG/RECURSO NEGADO-SUPERINTENDENTE PUBL
2854;REQ EXT/RECURSO NEGADO-SUPERINTENDENTE PUBL
2855;LICEN/RECURSO NEGADO-SUPERINTENDENTE PUBL
2856;PLG/RECURSO NEGADO-SUPERINTENDENTE PUBL
2857;REG EXT/RECURSO NEGADO-SUPERINTENDENTE PUBL
2858;DIR REQ LAV/BARRAGENS RECURSO PROVIDO - DIRETOR-GERAL PUBL
2859;DIR REQ LAV/BARRAGENS RECURSO NEGADO - DIRETOR-GERAL PUBL
2860;AUT PESQ/RELATÓRIO PESQUISA COMPLEMENTAR PROTOC
2861;DIR REQ LAV/RELATÓRIO PESQUISA NOVA SUBSTÂNCIA PROTOC
2862;DIR REQ LAV/RELATÓRIO REAVALIAÇÃO RECURSO PROTOC
2863;REQ LAV/RELATÓRIO PESQUISA NOVA SUBSTÂNCIA PROTOC
2864;REQ LAV/RELATÓRIO REAVALIAÇÃO RECURSO PROTOC
2865;DISPONIB/LEILÃO ELET/SEM REGISTRO PROPOSTA/RETORNO DISPONIB
2866;REQ PESQ/ÁREA DISPONIBILIDADE PARA PLG - EDITAL PUBL
2867;REQ PLG/ÁREA DISPONIBILIDADE PARA PLG - EDITAL PUBL
2868;PLG/ÁREA DISPONIBILIDADE PARA PLG - EDITAL PUBL
2869;AUT PESQ/ÁREA DISPONIBILIDADE PARA PLG - EDITAL PUBL
2870;CONC LAV/TORNA S/EFEITO PORTARIA PUBL - VÍCIO COMPETÊNCIA
2871;AUT PESQ/TORNA S/EFEITO NULIDADE ALVARÁ PESQ PUBL
2872;AUT PESQ/RECONSTITUIÇÃO PRAZO DO ALVARÁ PUBL
2873;LICEN/REGISTRO LICENÇA ENGLOBANDO OUTRO TÍTULO PUBL
2874;REQ PESQ/TORNA S/EFEITO DESPACHO PUBL
2875;RECONH GEOL/PROCESSO DIGITALIZADO
2876;RECONH GEOL/RENÚNCIA PERMISSÃO RECONH GEOLÓGICO PROTOC
2877;RECONH GEOL/RENÚNCIA PERMISSÃO RECONH GEOL HOMOLOGADA PUBL
2878;RECONH GEOL/PERMISSÃO RECONH GEOLÓGICO DECLARADA NULA PUBL
2879;RECONH GEOL/TORNA S/EFEITO NULIDADE PERM RECONH GEOL PUBL
2880;RECONH GEOL/ARQUIVAMENTO PROCESSO PUBL
2881;RECONH GEOL/TORNA S/EFEITO ARQUIVAMENTO PROCESSO PUBL
2882;REQ PESQ/LEI SNUC-TORNA S/EFEITO INDEF REQ PESQUISA PUBL
2883;DISPONIB/ÁREA DESBLOQUEADA DISPONIB PARA PLG - EDITAL PUBL
2884;REQ PESQ/OPÇÃO REGIME EXIGÊNCIA PUBL
2885;REQ PESQ/OPÇÃO REGIME CUMPRIMENTO EXIGÊNCIA PROTOC
2886;REQ PESQ/OPÇÃO REGIME PRORROGAÇÃO EXIGÊNCIA PROTOC
2887;REQ PESQ/OPÇÃO REGIME PRORROGAÇÃO EXIGÊNCIA AUTORIZADA PUBL
2888;REQ PESQ/OPÇÃO REGIME PRORROGAÇÃO EXIGÊNCIA NEGADA PUBL
2889;REQ PESQ/VISTORIA IN LOCO REALIZADA
2890;CONC LAV/BARRAGENS EXIGÊNCIA PRAZO OFÍCIO PUBL
2891;CONC LAV/EXIGÊNCIA BARRAGEM - PORT MME 21/2019 PUBL
2892;CONC LAV/EXIGÊNCIA BARRAGEM - CONS MINIST - RES 01/2019 PUBL
2893;CONC LAV/CUMPRIMENTO DE EXIGÊNCIA BARRAGEM - ANM PROTOC
2894;CONC LAV/CUMP EXIGÊNCIA BARRAGEM-PORT MME 21/2019 PROTOC
2895;CONC LAV/CUMP EXIGÊNCIA BARRAGEM CONS MINST-RES 01/19 PROTOC
2896;PLG/BARRAGENS EXIGÊNCIA PRAZO OFÍCIO PUBL
2897;CONC LAV/EXIG BARRAGEM-PORT MME 21/19 CONS MINIS 01/19 PUBL
2898;CONC LAV/CUMP BARRAG-PORT MME 21/19 CONS MINIS 01/19 PROTOC
2899;PLG/CUMPRIMENTO EXIGÊNCIA BARRAGEM - ANM PROTOC
2900;LICEN/BARRAGENS EXIGÊNCIA PRAZO OFÍCIO PUBL
2901;LICEN/CUMPRIMENTO EXIGÊNCIA BARRAGEM - ANM PROTOC
2902;REQ LAV/BARRAGENS EXIGÊNCIA PRAZO OFÍCIO PUBL
2903;REQ LAV/EXIGÊNCIA BARRAGEM - ANM PROTOC
2904;SIGILO INFORMAÇÃO MINERÁRIA PROTOC
2905;SIGILO INFORMAÇÃO MINERÁRIA DEFERIDO
2906;SIGILO INFORMAÇÃO MINERÁRIA INDEFERIDO
2907;REG EXT/AUTO INFRAÇÃO PUBL
2908;REG EXT/MULTA APLICADA PUBL
2909;CONC LAV/PRORROGAÇÃO EXIGÊNCIA BARRAGEM-OF CIRC 02/2019 PUBL
2910;REQ LAV/PRORROGAÇÃO EXIGÊNCIA BARRAGEM-OF CIRC 02/2019 PUBL
2911;PLG/PRORROGAÇÃO EXIGÊNCIA BARRAGEM-OF CIRC 02/2019 PUBL
2912;LICEN/PRORROGAÇÃO EXIGÊNCIA BARRAGEM-OF CIRC 02/2019 PUBL
2913;CONC LAV/PORTARIA CADUCADA CONCESSÃO DE LAVRA MME PUBL
2914;CONC LAV/ADITAMENTO NOVA SUBSTÂNCIA AUTORIZADO ANM PUBL
2915;CONC LAV/ADITAMENTO NOVA SUBSTÂNCIA NÃO AUTORIZADO ANM PUBL
2916;AUT PESQ/RECURSO NEGADO ART 57 RCM PUBL
2917;AUT PESQ/RECURSO NEGADO ART 59 RCM PUBL
2918;AUT PESQ/RECURSO NEGADO ART 60 RCM PUBL
2919;REQ PESQ/ASSENTIMENTO CNEN AUTORIZADO
2920;REQ PESQ/ASSENTIMENTO CNEN NEGADO
2921;AUT PESQ/COMUNICAÇÃO DE MINERAL NUCLEAR PROTOC
2922;AUT PESQ/REVOGAÇÃO ALVARÁ P/NÃO COMUNICAR MIN NUCLEAR PUBL
2923;DIR REQ LAV/RELATÓRIO PESQ NOVA SUBSTÂNCIA APROVADO PUBL
2924;DIR REQ LAV/RELATÓRIO PESQ NOVA SUBSTÂNCIA NÃO APROVADO PUBL
2925;DIR REQ LAV/RELATÓRIO REAVALIAÇÃO RECURSO APROVADO PUBL
2926;DIR REQ LAV/RELATÓRIO REAVALIAÇÃO RECURSO NÃO APROVADO PUBL
2927;REQ LAV/RELATÓRIO PESQ NOVA SUBSTÂNCIA APROVADO PUBL
2928;REQ LAV/RELATÓRIO PESQ NOVA SUBSTÂNCIA NÃO APROVADO PUBL
2929;REQ LAV/RELATÓRIO REAVALIAÇÃO RECURSO APROVADO PUBL
2930;REQ LAV/RELATÓRIO REAVALIAÇÃO RECURSO NÃO APROVADO PUBL
2931;BARRAGENS DEFESA ACEITA PUBL
2932;BARRAGENS DEFESA NÃO ACEITA PUBL
2933;REQ EXT/PROCESSO SITUADO EM UNIDADE DE CONSERVAÇÃO
2934;REQ EXT/LEI SNUC-TORNA S/EFEITO INDEF REQ EXTRAÇÃO PUBL
2935;REQ EXT/TORNA S/EFEITO DESPACHO PUBL
2936;REQ EXT/PROTOCOLO ÓRGÃO AMBIENTAL PROTOC
2937;REG EXT/BAIXA TRANSCRIÇÃO REG EXTRAÇÃO EM ÁREA ONERADA
2938;REG EXT/TORNA S/EFEITO BAIXA TRANSCR REGISTRO EXTRAÇÃO PUBL
2939;REG EXT/LEI SNUC-TORNA S/EFEITO DECAIMENTO REG EXTRAÇÃO PUBL
2940;REG EXT/DESPACHO DIVERSO PUBL
2941;REG EXT/TORNA S/EFEITO EXIGÊNCIA PUBL
2942;REG EXT/NÃO CONHECE REQUERIMENTO PUBL
2943;REG EXT/DESPACHO RETIFICAÇÃO REGISTRO EXTRAÇÃO PUBL
2944;REQ LICEN/ASSENTIMENTO CDN AUTORIZADO
2945;REQ LICEN/ASSENTIMENTO CDN CASSADO
2946;REQ LICEN/ASSENTIMENTO CDN NEGADO
2947;REQ LICEN/ASSENTIMENTO CDN SOLICITAÇÃO PROTOC
2948;REQ LICEN/LEI SNUC-TORNA S/EFEITO INDEF REQ LICENC PUBL
2949;REQ LICEN/OPÇÃO REGIME CUMPRIMENTO EXIGÊNCIA PROTOC
2950;REQ LICEN/PROCESSO SITUADO EM UNIDADE DE CONSERVAÇÃO
2951;LICEN/LEI SNUC-TORNA S/EFEITO DECAIMENTO REG LICENÇA PUBL
2952;LICEN/OPÇÃO REGIME CUMPRIMENTO EXIGÊNCIA PROTOC
2953;LICEN/OPÇÃO REGIME DESISTÊNCIA HOMOLOGADA PUBL
2954;LICEN/OPÇÃO REGIME DESISTÊNCIA PROTOC
2955;LICEN/PRORROGAÇÃO AUTOMÁTICA RESOLUÇÃO 76/2021-COVID
2956;DISPONIB/EXCLUSÃO DE PROCESSO EDITAL (SOPLE)
2957;REQ LICEN/CUMPR EXIGÊNCIA OPÇÃO DE ÁREA PROTOC
2958;REQ LICEN/REQU PROVENIENTE DE OPÇÃO DE ÁREA PROTOC
2959;REQ PESQ/EXIGÊNCIA OPÇÃO DE ÁREA REMANESCENTE PUBL
2960;REQ PESQ/CUMPR EXIGÊNCIA OPÇÃO DE ÁREA PROTOC
2961;REQ PLG/CUMPR EXIGÊNCIA OPÇÃO DE ÁREA PROTOC
2962;REQ PLG/REQU PROVENIENTE DE OPÇÃO DE ÁREA PROTOC
2963;DISPONIB/DESISTÊNCIA DE RECURSO PUBL
2964;REQ EXT/EXIGÊNCIA PUBL - PRAZO 60 DIAS
2965;REG EXT/EXIGÊNCIA PUBL - PRAZO 60 DIAS
3001;PILHAS ANÁLISE PROCESSUAL CONCLUÍDA
3002;PILHAS ARQUIVAMENTO AUTO DE EMBARGO PUBL
3003;PILHAS ARQUIVAMENTO AUTO DE INTERDIÇÃO PUBL
3004;PILHAS ARQUIVAMENTO AUTO INFRAÇÃO PUBL
3005;PILHAS AUTO DE INFRAÇÃO PUBL
3006;PILHAS CUMPRIMENTO DE EXIGÊNCIA PROTOC
3007;PILHAS DEFESA ACEITA PUBL
3008;PILHAS DEFESA AUTO INFRAÇÃO ACEITA PUBL
3009;PILHAS DEFESA AUTO INFRAÇÃO NÃO ACEITA PUBL
3010;PILHAS DEFESA AUTO INFRAÇÃO PROTOC
3011;PILHAS DEFESA NÃO ACEITA PUBL
3012;PILHAS DESEMBARGO NEGADO PUBL
3013;PILHAS DESEMBARGO PUBL
3014;PILHAS DESINTERDIÇÃO NEGADA PUBL
3015;PILHAS DESINTERDIÇÃO PUBL
3016;PILHAS DESPACHO PUBL
3017;PILHAS EMBARGO PUBL
3018;PILHAS EXIGÊNCIA PRAZO ESPECIAL PUBL
3019;PILHAS EXIGÊNCIA PRAZO OFÍCIO PUBL
3020;PILHAS INFORMAÇÃO CADASTRADA
3021;PILHAS INTERDIÇÃO PUBL
3022;PILHAS MULTA APLICADA PUBL
3023;PILHAS NÃO CONHECE REQUERIMENTO PUBL
3024;PILHAS PRORROG EXIGÊNCIA PRAZO OFÍCIO PUBL
3025;PILHAS PRORROG PRAZO EXIGÊNCIA CONCEDIDA PUBL
3026;PILHAS PRORROG PRAZO EXIGÊNCIA NEGADA PUBL
3027;PILHAS PRORROG PRAZO EXIGÊNCIA PROTOC
3028;PILHAS RECURSO MULTA PROTOC
3029;PILHAS RECURSO MULTA 1ª INST PROVIDO PUBL
3030;PILHAS RECURSO MULTA 2ª INST PROVIDO PUBL
3031;PILHAS RECURSO MULTA ÚLTIMA INST PROVIDO PUBL
3032;PILHAS RECURSO MULTA NEGADO PUBL
3033;PILHAS REITERA EXIGÊNCIA PUBL
3034;PILHAS REQUERIMENTO DEFERIDO PARCIALMENTE PUBL
3035;PILHAS REQUERIMENTO DEFERIDO PUBL
3036;PILHAS REQUERIMENTO INDEFERIDO PUBL
3037;PILHAS RETIFICAÇÃO DE DESPACHO PUBL
3038;PILHAS SOLICITA DESEMBARGO PROTOC
3039;PILHAS SOLICITA DESINTERDIÇÃO PROTOC
3040;PILHAS TORNA S/EFEITO AUTO INFRAÇÃO PUBL
3041;PILHAS TORNA S/EFEITO DESPACHO PUBL
3042;PILHAS TORNA S/EFEITO MULTA PUBL
3043;PILHAS RECURSO PROTOC
3044;PILHAS RECURSO PROVIDO PUBL
3045;PILHAS RECURSO NEGADO PUBL
3046;PILHAS RECURSO PROVIDO - DIRETOR-GERAL PUBL
3047;PILHAS RECURSO NEGADO - DIRETOR-GERAL PUBL
