DSProcesso;IDCondicaoPropriedadeSolo
846.093/2007;3
846.093/2008;3
846.093/2009;5
846.093/2010;3
846.093/2011;3
846.093/2012;3
846.093/2013;3
846.093/2014;3
846.093/2015;5
846.093/2016;3
846.093/2017;3
846.093/2018;5
846.093/2019;3
846.093/2020;3
846.093/2021;3
846.093/2022;3
846.093/2023;3
846.093/2024;3
846.093/2025;3
846.094/2000;2
846.094/2001;3
846.094/2002;3
846.094/2003;3
846.094/2004;3
846.094/2005;3
846.094/2006;3
846.094/2007;3
846.094/2008;3
846.094/2009;3
846.094/2010;6
846.094/2011;3
846.094/2012;3
846.094/2013;5
846.094/2014;3
846.094/2015;3
846.094/2016;3
846.094/2017;3
846.094/2018;3
846.094/2019;3
846.094/2020;3
846.094/2021;3
846.094/2022;3
846.094/2023;5
846.094/2024;3
846.094/2024;5
846.094/2025;3
846.095/2000;3
846.095/2001;3
846.095/2002;3
846.095/2003;3
846.095/2004;3
846.095/2005;3
846.095/2006;3
846.095/2007;3
846.095/2008;3
846.095/2009;3
846.095/2010;3
846.095/2011;3
846.095/2012;3
846.095/2013;3
846.095/2014;3
846.095/2015;3
846.095/2016;3
846.095/2017;3
846.095/2018;1
846.095/2019;3
846.095/2020;3
846.095/2021;3
846.095/2022;50
846.095/2023;5
846.095/2024;3
846.095/2025;3
846.096/2001;3
846.096/2002;3
846.096/2003;3
846.096/2004;6
846.096/2005;3
846.096/2006;3
846.096/2007;3
846.096/2008;3
846.096/2009;3
846.096/2010;3
846.096/2011;3
846.096/2012;3
846.096/2013;3
846.096/2014;3
846.096/2015;3
846.096/2016;3
846.096/2017;3
846.096/2018;3
846.096/2019;3
846.096/2020;3
846.096/2021;3
846.096/2022;3
846.096/2023;5
846.096/2024;3
846.096/2025;3
846.097/1996;50
846.097/2001;3
846.097/2002;6
846.097/2003;3
846.097/2004;3
846.097/2005;3
846.097/2006;3
846.097/2007;3
846.097/2008;3
846.097/2009;3
846.097/2010;3
846.097/2011;3
846.097/2012;3
846.097/2013;3
846.097/2014;3
846.097/2015;50
846.097/2016;3
846.097/2017;3
846.097/2018;3
846.097/2019;3
846.097/2020;3
846.097/2021;3
846.097/2022;3
846.097/2023;5
846.097/2024;3
846.097/2025;3
846.098/2000;3
846.098/2001;5
846.098/2002;3
846.098/2003;3
846.098/2004;3
846.098/2005;3
846.098/2006;3
846.098/2007;3
846.098/2008;3
846.098/2009;3
846.098/2010;3
846.098/2011;3
846.098/2012;3
846.098/2013;3
846.098/2014;5
846.098/2015;3
846.098/2016;3
846.098/2017;3
846.098/2018;3
846.098/2019;3
846.098/2020;3
846.098/2022;3
846.098/2023;5
846.098/2025;3
846.099/2000;3
846.099/2001;3
846.099/2002;3
846.099/2003;3
846.099/2004;3
846.099/2005;3
846.099/2006;3
846.099/2007;3
846.099/2008;3
846.099/2009;3
846.099/2010;3
846.099/2011;3
846.099/2012;3
846.099/2013;3
846.099/2014;3
846.099/2015;3
846.099/2016;3
846.099/2017;3
846.099/2018;3
846.099/2019;3
846.099/2020;3
846.099/2021;3
846.099/2022;3
846.099/2023;3
846.099/2024;3
846.099/2025;3
846.100/2000;3
846.100/2001;3
846.100/2002;3
846.100/2003;3
846.100/2004;3
846.100/2006;3
846.100/2007;3
846.100/2008;3
846.100/2009;3
846.100/2010;3
846.100/2011;3
846.100/2012;3
846.100/2013;3
846.100/2014;3
846.100/2015;3
846.100/2016;3
846.100/2017;3
846.100/2018;3
846.100/2019;3
846.100/2020;3
846.100/2021;3
846.100/2022;3
846.100/2023;3
846.100/2024;3
846.100/2025;3
846.101/2000;3
846.101/2001;3
846.101/2002;3
846.101/2003;7
846.101/2004;3
846.113/2002;3
846.113/2004;3
846.113/2005;3
846.113/2006;3
846.113/2007;3
846.113/2008;3
846.113/2009;3
846.113/2010;3
846.113/2011;5
846.113/2012;3
846.113/2013;3
846.113/2014;3
846.113/2015;3
846.113/2016;3
846.113/2017;3
846.113/2018;3
846.113/2019;3
846.113/2020;50
846.113/2021;3
846.113/2022;3
846.113/2023;3
846.113/2024;3
846.113/2025;3
846.114/2000;3
846.114/2001;3
846.114/2002;3
846.114/2004;3
846.114/2005;3
846.114/2006;3
846.114/2007;3
846.114/2008;3
846.114/2009;3
846.114/2010;5
846.114/2011;3
846.114/2012;3
846.114/2013;3
846.114/2014;3
846.114/2015;3
846.114/2016;3
846.114/2017;3
846.114/2018;3
846.114/2019;3
846.114/2020;3
846.114/2021;3
846.114/2022;3
846.114/2023;3
846.114/2024;3
846.114/2025;3
846.115/2000;3
846.115/2001;3
846.115/2002;5
846.115/2003;3
846.115/2004;6
846.115/2005;3
846.115/2006;3
846.115/2007;3
846.115/2008;3
846.115/2009;3
846.115/2010;3
846.115/2011;3
846.115/2012;3
846.115/2013;3
846.115/2014;3
846.115/2015;3
846.115/2016;3
846.115/2017;5
846.115/2018;3
846.115/2019;3
846.115/2020;3
846.115/2021;3
846.115/2022;3
846.115/2023;3
846.115/2024;3
846.115/2025;3
846.116/2001;3
846.116/2002;5
846.116/2003;3
846.116/2004;3
846.116/2005;3
846.116/2006;3
846.116/2007;3
846.116/2008;3
846.116/2009;3
846.116/2010;3
846.116/2011;3
846.116/2012;3
846.116/2013;3
846.116/2014;50
846.116/2015;3
846.116/2016;3
846.116/2017;3
846.116/2018;3
846.116/2019;3
846.116/2020;3
846.116/2021;3
846.116/2022;5
846.116/2023;5
846.116/2024;3
846.116/2025;3
846.117/2000;3
846.117/2001;3
846.117/2002;3
846.117/2003;3
846.117/2004;3
846.117/2005;3
846.117/2006;3
846.117/2007;3
846.117/2008;3
846.117/2009;5
846.117/2010;3
846.117/2011;3
846.117/2012;3
846.117/2013;3
846.117/2014;50
846.117/2015;3
846.117/2016;3
846.117/2017;3
846.117/2018;3
846.117/2019;3
846.117/2020;3
846.117/2021;3
846.117/2022;50
846.117/2023;5
846.117/2024;6
846.117/2025;3
846.118/2000;3
846.118/2001;3
846.118/2002;3
846.118/2003;3
846.118/2004;3
846.118/2005;3
846.118/2006;3
846.118/2007;3
846.118/2008;3
846.118/2009;3
846.118/2010;3
846.118/2011;6
846.118/2012;3
846.118/2013;3
846.118/2014;5
846.118/2015;3
846.118/2016;4
846.118/2017;5
846.118/2018;3
846.118/2019;3
846.118/2020;3
846.118/2021;3
846.118/2022;3
846.118/2023;50
846.118/2024;3
846.118/2025;3
846.119/2000;3
846.119/2001;3
846.119/2002;3
846.119/2003;3
846.119/2004;3
846.119/2005;3
846.119/2006;3
846.119/2007;3
846.119/2008;3
846.119/2009;3
846.119/2010;3
846.119/2011;3
846.119/2012;3
846.119/2013;3
846.119/2014;3
846.119/2015;3
846.119/2016;3
846.119/2017;50
846.119/2018;3
846.119/2019;50
846.119/2021;3
846.119/2022;3
846.119/2023;3
846.119/2024;3
846.119/2025;3
846.120/2000;3
846.120/2001;3
846.120/2002;3
846.120/2003;3
846.120/2004;3
846.120/2005;50
846.120/2006;3
846.120/2007;3
846.120/2008;3
846.120/2009;3
846.120/2010;7
846.120/2011;3
846.120/2012;3
846.120/2013;3
846.120/2014;3
846.120/2015;50
846.120/2016;50
846.120/2017;50
846.120/2018;3
846.120/2018;50
846.120/2019;3
846.120/2020;3
846.120/2021;3
846.120/2022;3
846.120/2022;50
846.120/2023;3
846.120/2024;3
846.120/2025;3
846.121/2000;5
846.121/2001;3
846.121/2002;3
846.121/2003;5
846.121/2004;3
846.121/2005;3
846.121/2006;3
846.121/2007;3
846.121/2008;3
846.121/2009;3
846.121/2010;3
846.121/2011;3
846.121/2012;3
846.121/2013;3
846.121/2014;3
846.121/2015;5
846.121/2016;3
846.121/2017;50
846.121/2018;3
846.121/2019;5
846.121/2020;3
846.121/2021;3
846.121/2022;3
846.121/2023;3
846.121/2024;3
846.122/2000;3
846.122/2001;3
846.122/2002;3
846.122/2003;5
846.122/2004;50
846.122/2005;3
846.122/2006;3
846.122/2007;3
846.122/2008;3
846.122/2009;3
846.122/2010;50
846.122/2011;3
846.122/2012;3
846.122/2013;3
846.122/2014;3
846.122/2015;3
846.122/2016;3
846.122/2017;50
846.122/2018;6
846.122/2019;3
846.122/2020;3
846.122/2021;50
846.122/2022;3
846.122/2023;3
846.122/2024;5
846.123/2000;3
846.123/2001;3
846.123/2002;3
846.123/2003;3
846.123/2004;3
846.123/2005;3
846.123/2006;3
846.123/2007;3
846.123/2008;3
846.123/2009;3
846.123/2010;3
846.123/2011;3
846.123/2012;3
846.123/2013;3
846.123/2014;5
846.123/2015;3
846.123/2016;3
846.123/2017;5
846.123/2018;3
846.123/2019;3
846.123/2020;3
846.123/2021;3
846.123/2022;50
846.123/2023;3
846.123/2024;5
846.124/2000;3
846.124/2001;3
846.124/2002;3
846.124/2003;3
846.124/2004;3
846.124/2005;3
846.124/2006;3
846.124/2007;3
846.124/2008;3
846.124/2009;3
846.124/2010;3
846.124/2011;3
846.124/2012;3
846.124/2013;5
846.124/2014;3
846.124/2015;3
846.124/2016;3
846.124/2017;5
846.124/2018;3
846.124/2019;3
846.124/2020;3
846.124/2021;3
846.124/2022;3
846.124/2023;3
846.124/2024;3
846.125/2000;3
846.125/2001;3
846.125/2002;3
846.125/2003;3
846.125/2004;3
846.125/2005;3
846.125/2006;3
846.125/2007;3
846.125/2008;3
846.125/2009;3
846.125/2010;3
846.125/2011;3
846.125/2012;3
846.125/2013;3
846.125/2014;3
846.125/2015;3
846.125/2016;5
846.125/2017;3
846.125/2018;3
846.125/2019;3
846.125/2020;1
846.125/2021;3
846.125/2022;3
846.125/2023;3
846.125/2024;3
846.126/1998;3
846.126/2000;3
846.126/2001;3
846.126/2002;3
846.126/2003;3
846.126/2004;3
846.126/2005;3
846.126/2006;3
846.126/2007;3
846.126/2008;3
846.126/2009;3
846.126/2010;3
846.126/2011;3
846.126/2012;3
846.126/2013;1
846.126/2014;5
846.126/2016;3
846.126/2017;3
846.126/2018;3
846.126/2019;3
846.126/2020;6
846.126/2021;3
846.126/2022;3
846.126/2023;50
846.126/2024;3
846.127/2000;3
846.127/2001;3
846.127/2002;3
846.127/2003;3
846.127/2004;3
846.127/2005;3
846.127/2006;3
846.127/2007;3
846.127/2008;3
846.127/2009;3
846.127/2010;3
846.127/2011;3
846.127/2012;3
846.127/2013;3
846.127/2014;5
846.127/2015;50
846.127/2016;50
846.127/2017;1
846.127/2018;3
846.127/2019;3
846.127/2020;6
846.127/2021;3
846.127/2022;3
846.127/2023;3
846.127/2024;3
846.128/2000;3
846.128/2001;3
846.128/2002;3
846.128/2003;3
846.128/2004;3
846.128/2005;3
846.128/2006;3
846.128/2007;3
846.128/2008;3
846.128/2009;3
846.128/2010;3
846.128/2011;3
846.128/2012;5
846.128/2013;3
846.128/2014;3
846.128/2015;3
846.128/2016;50
846.128/2017;1
846.128/2018;3
846.128/2019;3
846.128/2020;3
846.128/2021;3
846.128/2022;3
846.128/2023;3
846.128/2024;3
846.129/2001;3
846.129/2002;3
846.129/2003;3
846.129/2004;3
846.129/2005;3
846.129/2006;3
846.129/2007;3
846.129/2008;3
846.129/2009;5
846.129/2010;3
846.129/2011;3
846.129/2012;5
846.129/2013;3
846.129/2014;5
846.129/2015;3
846.129/2016;6
846.129/2017;3
846.129/2018;3
846.129/2019;3
846.129/2020;3
846.129/2021;3
846.129/2022;3
846.129/2023;3
846.129/2024;3
846.130/2001;3
846.130/2002;3
846.130/2003;3
846.130/2004;3
846.130/2005;3
846.130/2006;3
846.130/2007;3
846.130/2008;5
846.130/2009;3
846.130/2010;3
846.130/2011;3
846.130/2012;3
846.130/2013;3
846.130/2014;3
846.130/2015;3
846.130/2016;3
846.130/2017;3
846.130/2018;3
846.130/2019;3
846.130/2020;3
846.130/2021;3
846.130/2022;3
846.130/2023;3
846.130/2024;50
846.131/2000;3
846.131/2001;3
846.131/2002;3
846.131/2003;3
846.131/2004;3
846.131/2005;3
846.131/2006;3
846.131/2007;3
846.131/2008;1
846.131/2009;3
846.131/2010;3
846.131/2011;3
846.131/2012;3
846.131/2013;3
846.131/2014;3
846.131/2015;3
846.131/2016;3
846.131/2017;3
846.131/2018;3
846.131/2019;3
846.131/2020;3
846.131/2021;3
846.131/2022;3
846.131/2023;50
846.131/2024;3
846.132/2000;3
846.132/2001;3
846.132/2002;3
846.132/2003;3
846.132/2004;3
846.132/2005;3
846.132/2006;3
846.132/2007;3
846.132/2008;3
846.132/2009;3
846.132/2010;3
846.132/2011;3
846.132/2012;3
846.132/2013;3
846.132/2014;3
846.132/2015;3
846.132/2016;3
846.132/2017;3
846.132/2018;3
846.132/2019;3
846.132/2020;3
846.132/2022;5
846.132/2023;3
846.132/2024;3
846.133/2000;5
846.133/2001;3
846.133/2002;3
846.133/2003;3
846.133/2004;3
846.133/2005;3
846.133/2006;3
846.133/2007;3
846.133/2008;3
846.133/2009;1
846.133/2010;3
846.133/2011;3
846.133/2012;1
846.133/2013;3
846.133/2014;50
846.133/2015;3
846.133/2016;3
846.133/2017;3
846.133/2018;3
846.133/2019;3
846.133/2020;3
846.133/2022;5
846.133/2024;3
846.134/2000;3
846.134/2001;3
846.134/2002;3
846.134/2003;3
846.134/2004;3
846.134/2005;3
846.134/2006;3
846.134/2007;3
846.134/2008;3
846.134/2009;3
846.134/2010;3
846.134/2011;3
846.134/2012;3
846.134/2013;3
846.134/2014;50
846.134/2015;3
846.134/2016;3
846.134/2017;3
846.134/2018;5
846.134/2019;3
846.134/2020;3
846.134/2022;3
846.134/2023;50
846.134/2024;3
846.135/2000;3
846.135/2001;3
846.135/2002;3
846.135/2003;3
846.135/2004;3
846.135/2005;3
846.135/2006;3
846.135/2007;3
846.135/2008;3
846.135/2009;50
846.135/2010;3
846.135/2011;3
846.135/2012;3
846.135/2013;3
846.135/2014;5
846.135/2015;3
846.135/2016;3
846.135/2017;3
846.135/2018;3
846.135/2019;3
846.135/2020;3
846.135/2022;3
846.135/2023;3
846.135/2023;50
846.135/2024;3
846.135/2025;3
846.136/2000;6
846.136/2001;3
846.136/2002;3
846.136/2003;3
846.136/2004;3
846.136/2005;3
846.136/2006;3
846.136/2007;3
846.136/2008;3
846.136/2009;3
846.136/2010;5
846.136/2011;3
846.136/2012;3
846.136/2013;5
846.136/2014;3
846.136/2015;50
846.136/2016;3
846.136/2017;3
846.136/2018;3
846.136/2019;3
846.136/2020;3
846.136/2022;3
846.136/2023;50
846.136/2024;3
846.136/2025;3
846.137/2000;3
846.137/2001;3
846.137/2002;3
846.137/2003;3
846.137/2004;3
846.137/2005;3
846.137/2006;3
846.137/2007;3
846.137/2008;3
846.137/2009;3
846.137/2010;5
846.137/2011;3
846.137/2012;5
846.137/2013;5
846.137/2014;3
846.137/2015;3
846.137/2016;6
846.137/2017;3
846.137/2018;3
846.137/2019;3
846.137/2020;3
846.137/2022;3
846.137/2023;50
846.137/2024;3
846.138/2000;5
846.138/2001;3
846.138/2002;3
846.138/2003;3
846.138/2004;3
846.138/2005;3
846.138/2006;3
846.138/2007;3
846.138/2008;3
846.138/2009;3
846.138/2010;3
846.138/2011;3
846.138/2012;3
846.138/2013;3
846.138/2014;3
846.138/2016;6
846.138/2017;3
846.138/2018;3
846.138/2019;3
846.138/2020;3
846.138/2022;3
846.138/2023;3
846.138/2024;3
846.139/2000;5
846.139/2001;6
846.139/2002;3
846.139/2003;3
846.139/2004;3
846.139/2005;3
846.139/2006;3
846.139/2007;3
846.139/2008;3
846.139/2009;5
846.139/2010;3
846.139/2011;3
846.139/2012;3
846.139/2013;3
846.139/2014;3
846.139/2015;3
846.139/2016;3
846.139/2017;3
846.139/2018;5
846.139/2019;6
846.139/2020;3
846.139/2022;3
846.139/2023;3
846.139/2024;3
846.139/2025;3
846.140/2000;5
846.140/2001;50
846.140/2002;3
846.140/2003;3
846.140/2004;3
846.140/2005;3
846.140/2006;3
846.140/2007;6
846.140/2008;3
846.140/2009;3
846.140/2010;3
846.140/2011;3
846.140/2012;3
846.140/2013;3
846.140/2014;3
846.140/2015;6
846.140/2016;3
846.140/2017;3
846.140/2018;3
846.140/2019;3
846.140/2020;3
846.140/2022;3
846.140/2023;50
846.140/2024;3
846.140/2025;3
846.141/2000;3
846.141/2001;50
846.141/2002;3
846.141/2003;3
846.141/2004;3
846.141/2005;6
846.141/2006;3
846.141/2007;3
846.141/2008;3
846.141/2009;3
846.141/2010;3
846.141/2011;3
846.141/2012;3
846.141/2013;3
846.141/2014;3
846.141/2015;3
846.141/2016;3
846.141/2017;3
846.141/2018;3
846.141/2019;3
846.141/2020;3
846.141/2022;3
846.141/2023;3
846.141/2024;3
846.141/2025;3
846.142/2000;5
846.142/2001;3
846.142/2002;3
846.142/2003;3
846.142/2004;6
846.142/2005;3
846.142/2006;3
846.142/2007;3
846.142/2008;3
846.142/2009;3
846.142/2010;3
846.142/2011;3
846.142/2012;3
846.142/2013;3
846.142/2014;3
846.142/2015;3
846.142/2016;3
846.142/2017;50
846.142/2018;1
846.142/2019;3
846.142/2020;3
846.142/2022;3
846.142/2023;3
846.142/2024;3
846.142/2025;3
846.143/2000;3
846.143/2001;6
846.143/2002;3
846.143/2003;3
846.143/2004;3
846.143/2005;50
846.143/2006;3
846.143/2007;3
846.143/2008;3
846.143/2009;3
846.143/2010;3
846.143/2011;3
846.143/2012;3
846.143/2013;3
846.143/2014;3
846.143/2015;50
846.143/2016;3
846.143/2017;3
846.143/2018;3
846.143/2019;3
846.143/2020;3
846.143/2022;3
846.143/2023;3
846.143/2024;5
846.143/2025;3
846.144/2000;3
846.144/2001;3
846.144/2002;3
846.144/2003;3
846.144/2004;6
846.144/2005;3
846.144/2006;5
846.144/2007;3
846.144/2008;3
846.144/2009;3
846.144/2010;3
846.144/2011;3
846.144/2012;3
846.144/2013;3
846.144/2014;3
846.144/2015;3
846.144/2016;3
846.144/2017;3
846.144/2018;3
846.144/2019;3
846.144/2020;3
846.144/2022;3
846.144/2023;3
846.144/2024;3
846.145/2000;3
846.145/2001;2
846.145/2002;3
846.145/2003;3
846.145/2004;3
846.145/2005;3
846.145/2006;3
846.145/2007;3
846.145/2008;3
846.145/2009;3
846.145/2010;3
846.145/2011;3
846.145/2012;3
846.145/2013;3
846.145/2014;3
846.145/2015;50
846.145/2016;3
846.145/2017;50
846.145/2018;3
846.145/2019;6
846.145/2020;3
846.145/2022;3
846.145/2023;3
846.145/2024;3
846.146/2000;3
846.146/2001;3
846.146/2002;3
846.146/2003;3
846.146/2004;3
846.146/2005;6
846.146/2006;3
846.146/2007;3
846.146/2008;3
846.146/2009;50
846.146/2010;3
846.146/2011;3
846.146/2012;3
846.146/2013;3
846.146/2014;3
846.146/2015;50
846.146/2016;3
846.146/2017;3
846.146/2018;3
846.146/2019;3
846.146/2020;3
846.146/2022;3
846.146/2023;3
846.146/2024;3
846.147/2000;3
846.147/2001;3
846.147/2002;3
846.147/2003;6
846.147/2004;3
846.147/2005;3
846.147/2006;3
846.147/2007;3
846.147/2008;3
846.147/2009;3
846.147/2010;3
846.147/2011;3
846.147/2012;3
846.147/2013;3
846.147/2014;3
846.147/2015;3
846.147/2016;50
846.147/2017;3
846.147/2018;3
846.147/2019;3
846.147/2020;3
846.147/2022;3
846.147/2023;3
846.147/2024;3
846.148/2000;3
846.148/2001;3
846.148/2002;3
846.148/2003;3
846.148/2004;3
846.148/2005;3
846.148/2006;3
846.148/2007;3
846.148/2008;3
846.148/2009;3
846.148/2010;3
846.148/2011;3
846.148/2012;3
846.160/2019;3
846.160/2020;3
846.160/2022;3
846.160/2023;3
846.160/2024;5
846.161/2000;3
846.161/2001;3
846.161/2002;3
846.161/2003;3
846.161/2004;3
846.161/2005;3
846.161/2006;3
846.161/2007;3
846.161/2008;3
846.161/2009;3
846.161/2010;3
846.161/2011;3
846.161/2012;3
846.161/2013;6
846.161/2014;3
846.161/2015;3
846.161/2016;3
846.161/2017;50
846.161/2018;3
846.161/2019;50
846.161/2020;3
846.161/2022;3
846.161/2023;3
846.161/2024;3
846.162/2000;3
846.162/2001;3
846.162/2002;3
846.162/2003;3
846.162/2004;3
846.162/2005;3
846.162/2006;3
846.162/2007;3
846.162/2008;3
846.162/2009;3
846.162/2010;3
846.162/2011;3
846.162/2012;3
846.162/2013;3
846.162/2014;3
846.162/2015;5
846.162/2016;3
846.162/2017;6
846.162/2018;3
846.162/2019;50
846.162/2020;3
846.162/2022;3
846.162/2023;3
846.162/2024;3
846.163/2000;3
846.163/2001;3
846.163/2002;3
846.163/2003;3
846.163/2004;3
846.163/2005;5
846.163/2006;3
846.163/2007;3
846.163/2008;3
846.163/2009;3
846.163/2010;3
846.163/2011;3
846.163/2012;3
846.163/2013;3
846.163/2014;5
846.163/2015;3
846.163/2016;3
846.163/2017;5
846.163/2018;3
846.163/2019;3
846.163/2020;3
846.163/2022;3
846.163/2024;3
846.164/2000;6
846.164/2001;3
846.164/2002;3
846.164/2003;3
846.164/2004;50
846.164/2005;50
846.164/2006;3
846.164/2007;3
846.164/2008;3
846.164/2009;3
846.164/2010;3
846.164/2011;3
846.164/2012;3
846.164/2013;3
846.164/2014;50
846.164/2015;3
846.164/2016;6
846.164/2017;5
846.164/2018;3
846.164/2019;3
846.164/2020;3
846.164/2022;3
846.164/2023;3
846.164/2024;3
846.165/2000;5
846.165/2001;5
846.165/2002;3
846.165/2003;3
846.165/2004;3
846.165/2005;6
846.165/2006;3
846.165/2007;3
846.165/2008;3
846.165/2009;3
846.165/2010;3
846.165/2011;3
846.165/2012;3
846.165/2013;3
846.165/2014;50
846.165/2015;3
846.165/2016;3
846.165/2017;3
846.165/2018;3
846.165/2019;3
846.165/2020;3
846.165/2022;3
846.165/2023;3
846.165/2024;3
846.166/2000;3
846.166/2001;3
846.166/2002;3
846.166/2003;6
846.166/2004;3
846.166/2005;50
846.166/2006;3
846.166/2007;3
846.166/2008;3
846.166/2009;3
846.166/2010;3
846.166/2011;3
846.166/2012;3
846.166/2013;5
846.166/2014;3
846.166/2015;3
846.166/2016;3
846.166/2017;3
846.166/2018;3
846.166/2020;3
846.166/2022;6
846.166/2023;3
846.166/2024;3
846.167/2000;5
846.167/2001;3
846.167/2002;3
846.167/2003;3
846.167/2004;3
846.167/2005;50
846.167/2006;3
846.167/2007;3
846.167/2008;3
846.167/2009;3
846.167/2010;3
846.167/2011;3
846.167/2012;3
846.167/2013;5
846.167/2014;3
846.167/2015;6
846.167/2016;3
846.167/2017;5
846.167/2018;3
846.167/2019;50
846.167/2020;3
846.167/2022;3
846.167/2023;3
846.167/2024;3
846.167/2025;3
846.168/2000;3
846.168/2001;3
846.168/2002;3
846.168/2003;3
846.168/2004;3
846.168/2005;6
846.168/2006;3
846.168/2007;3
846.168/2008;3
846.168/2009;3
846.168/2010;3
846.168/2011;3
846.168/2012;3
846.168/2013;3
846.168/2014;3
846.168/2015;50
846.168/2016;3
846.168/2017;3
846.168/2018;3
846.168/2018;50
846.168/2019;3
846.168/2020;3
846.168/2022;3
846.168/2023;3
846.168/2023;6
846.168/2024;3
846.169/2000;3
846.169/2001;3
846.169/2002;3
846.169/2003;3
846.169/2004;3
846.169/2005;3
846.169/2006;3
846.169/2007;3
846.169/2008;3
846.169/2009;5
846.169/2010;3
846.169/2011;3
846.169/2012;3
846.169/2013;3
846.169/2014;6
846.169/2015;50
846.169/2016;3
846.169/2017;50
846.169/2018;3
846.169/2019;3
846.169/2020;3
846.169/2022;3
846.169/2023;3
846.169/2024;3
846.170/2000;5
846.170/2001;3
846.170/2002;3
846.170/2003;3
846.170/2004;3
846.170/2005;3
846.170/2006;3
846.170/2007;3
846.170/2008;3
846.170/2009;3
846.170/2010;3
846.170/2011;5
846.170/2012;3
846.170/2013;3
846.170/2014;3
846.170/2015;50
846.170/2016;3
846.170/2017;3
846.170/2018;3
846.170/2019;3
846.170/2020;3
846.170/2022;3
846.170/2023;3
846.170/2024;3
846.171/2000;3
846.171/2001;6
846.171/2002;3
846.171/2003;3
846.171/2004;3
846.171/2005;3
846.171/2006;3
846.171/2007;3
846.171/2008;3
846.171/2009;3
846.171/2010;3
846.171/2011;3
846.171/2012;3
846.171/2013;3
846.171/2014;3
846.171/2016;3
846.171/2017;3
846.171/2018;3
846.171/2019;3
846.171/2019;50
846.171/2020;3
846.171/2022;3
846.171/2023;3
846.171/2024;50
846.172/2000;3
846.172/2001;3
846.172/2002;3
846.172/2003;3
846.172/2004;3
846.172/2005;5
846.172/2006;3
846.172/2007;3
846.172/2008;3
846.172/2009;3
846.172/2010;3
846.172/2011;3
846.172/2012;3
846.172/2013;3
846.172/2014;3
846.172/2016;3
846.172/2017;50
846.172/2018;3
846.172/2019;50
846.172/2020;3
846.172/2022;3
846.172/2023;3
846.172/2024;5
846.173/2000;3
846.173/2001;3
846.173/2002;3
846.173/2003;3
846.173/2004;3
846.173/2005;6
846.173/2006;3
846.173/2007;3
846.173/2008;3
846.173/2009;3
846.173/2010;5
846.173/2011;3
846.173/2012;3
846.173/2013;3
846.173/2014;3
846.173/2015;3
846.173/2016;3
846.173/2017;3
846.173/2018;3
846.173/2018;50
846.173/2019;6
846.173/2020;3
846.173/2022;3
846.173/2023;3
846.173/2024;3
846.173/2025;3
846.174/2000;3
846.174/2001;6
846.174/2002;3
846.174/2003;5
846.174/2004;3
846.174/2005;3
846.174/2006;3
846.174/2007;3
846.174/2008;3
846.174/2009;3
846.174/2010;3
846.174/2011;3
846.174/2012;3
846.174/2013;3
846.174/2014;3
846.174/2015;3
846.174/2016;3
846.174/2017;3
846.174/2018;3
846.174/2019;3
846.174/2020;3
846.174/2022;3
846.174/2023;3
846.174/2024;3
846.174/2025;3
846.175/2000;3
846.175/2001;6
846.175/2002;3
846.175/2003;3
846.175/2004;3
846.175/2005;3
846.175/2006;3
846.175/2007;3
846.175/2008;3
846.175/2009;3
846.175/2010;3
846.175/2011;3
846.175/2012;3
846.175/2013;3
846.175/2014;3
846.175/2015;3
846.175/2016;3
846.175/2017;3
846.175/2018;3
846.175/2019;3
846.175/2020;3
846.175/2022;3
846.175/2023;3
846.175/2024;6
846.176/2000;3
846.176/2001;3
846.176/2002;3
846.176/2003;3
846.176/2004;3
846.176/2005;50
846.176/2006;3
846.176/2007;3
846.176/2008;3
846.176/2009;3
846.176/2010;3
846.176/2011;3
846.176/2012;3
846.176/2013;3
846.176/2014;3
846.176/2015;50
846.176/2016;3
846.176/2017;1
846.176/2018;50
846.176/2019;3
846.176/2020;3
846.176/2022;3
846.176/2023;3
846.176/2024;3
846.177/2000;3
846.177/2001;3
846.177/2002;3
846.177/2003;3
846.177/2004;3
846.177/2005;3
846.177/2006;3
846.177/2007;3
846.177/2008;3
846.177/2009;6
846.177/2010;3
846.177/2011;3
846.177/2012;3
846.177/2013;3
846.177/2014;3
846.177/2015;3
846.177/2016;3
846.177/2017;50
846.177/2018;6
846.177/2019;3
846.177/2020;3
846.177/2022;3
846.177/2023;3
846.177/2024;3
846.178/2000;3
846.178/2001;3
846.178/2002;3
846.178/2003;3
846.178/2004;3
846.178/2005;3
846.178/2006;3
846.178/2007;3
846.178/2008;3
846.178/2009;3
846.178/2010;3
846.178/2011;3
846.178/2012;3
846.178/2013;50
846.178/2014;3
846.178/2015;3
846.178/2016;3
846.178/2017;5
846.178/2018;50
846.178/2019;3
846.178/2020;3
846.178/2022;3
846.178/2023;3
846.178/2024;3
846.179/2000;3
846.179/2001;3
846.179/2002;3
846.179/2003;3
846.179/2004;3
846.179/2005;3
846.179/2006;3
846.179/2007;3
846.179/2008;3
846.179/2009;3
846.179/2010;3
846.179/2011;3
846.179/2012;3
846.179/2013;1
846.179/2014;3
846.179/2015;3
846.179/2016;3
846.179/2017;3
846.179/2018;50
846.179/2019;3
846.179/2020;3
846.179/2022;3
846.179/2023;3
846.179/2024;3
846.180/2000;3
846.180/2001;3
846.180/2002;3
846.180/2003;3
846.180/2004;3
