DSProcesso;IDCondicaoPropriedadeSolo
831.169/2013;3
831.169/2014;3
831.169/2015;6
831.169/2016;3
831.169/2017;3
831.169/2018;3
831.169/2019;3
831.169/2020;3
831.169/2021;3
831.169/2023;3
831.169/2024;3
831.169/2025;3
831.170/2000;6
831.170/2001;3
831.170/2002;3
831.170/2003;3
831.170/2004;3
831.170/2005;3
831.170/2006;3
831.170/2007;6
831.170/2008;3
831.170/2009;5
831.170/2010;3
831.170/2011;50
831.170/2012;3
831.170/2013;50
831.170/2014;3
831.170/2015;3
831.170/2016;3
831.170/2017;3
831.170/2018;3
831.170/2019;3
831.170/2020;3
831.170/2021;3
831.170/2023;3
831.170/2024;3
831.170/2025;3
831.171/2000;3
831.171/2001;3
831.171/2002;3
831.171/2003;6
831.171/2004;3
831.171/2005;3
831.171/2006;3
831.171/2007;3
831.171/2008;3
831.171/2009;5
831.171/2010;3
831.171/2011;50
831.171/2012;3
831.171/2013;3
831.171/2014;3
831.171/2015;3
831.171/2016;3
831.171/2017;3
831.171/2018;6
831.171/2019;6
831.171/2020;3
831.171/2021;3
831.171/2023;3
831.171/2024;3
831.171/2025;5
831.172/2000;3
831.172/2001;3
831.172/2002;5
831.172/2003;3
831.172/2004;3
831.172/2005;3
831.172/2006;3
831.172/2007;3
831.172/2008;3
831.172/2009;3
831.172/2010;3
831.172/2011;3
831.172/2012;3
831.172/2013;3
831.172/2014;3
831.172/2015;3
831.172/2016;3
831.172/2017;3
831.172/2019;3
831.172/2020;3
831.172/2021;3
831.172/2022;3
831.172/2023;3
831.172/2024;3
831.172/2025;3
831.173/2000;5
831.173/2001;3
831.173/2002;3
831.173/2003;3
831.173/2004;3
831.173/2005;6
831.173/2006;3
860.660/2001;3
860.660/2002;3
860.660/2003;5
860.660/2004;3
860.660/2005;3
860.660/2006;3
860.660/2007;3
860.660/2008;3
860.660/2009;3
860.660/2010;3
860.660/2011;3
860.660/2012;3
860.660/2013;3
860.660/2014;1
860.660/2016;3
860.660/2017;3
860.660/2018;3
860.660/2019;3
860.660/2020;3
860.660/2021;3
860.660/2022;5
860.660/2023;3
860.660/2024;3
860.660/2025;5
860.661/2000;3
860.661/2001;3
860.661/2002;3
860.661/2003;3
860.661/2004;3
860.661/2005;3
860.661/2006;3
860.661/2007;3
860.661/2008;3
860.661/2009;5
860.661/2010;3
860.661/2011;3
860.661/2012;3
860.661/2013;5
860.661/2014;5
860.661/2016;3
860.661/2017;3
860.661/2018;3
860.661/2019;5
860.661/2020;3
860.661/2021;3
860.661/2022;3
860.661/2023;3
860.661/2024;3
860.661/2025;3
860.662/2000;3
860.662/2001;3
860.662/2002;3
860.662/2003;3
860.662/2004;3
860.662/2005;3
860.662/2006;3
860.662/2007;3
860.662/2008;3
860.662/2009;6
860.662/2010;3
860.662/2011;3
860.662/2012;3
860.662/2013;3
860.662/2014;3
860.662/2016;3
860.662/2017;3
860.662/2018;3
860.662/2019;3
860.662/2020;3
860.662/2021;3
860.662/2022;3
860.662/2023;5
860.662/2024;3
860.662/2025;3
860.663/2000;3
860.663/2001;3
860.663/2002;6
860.663/2003;3
860.663/2004;3
860.663/2005;6
860.663/2006;3
860.663/2007;3
860.663/2008;3
860.663/2009;3
860.663/2010;3
860.663/2011;3
860.663/2012;3
860.663/2013;3
860.663/2014;3
860.663/2015;3
860.663/2016;3
860.663/2017;3
860.663/2018;3
860.663/2019;5
860.663/2020;5
860.663/2021;3
860.663/2022;5
860.663/2023;3
860.663/2024;3
860.663/2025;3
860.664/2000;3
860.664/2001;3
860.664/2002;3
860.664/2003;50
860.664/2004;6
860.664/2005;3
860.664/2006;3
860.664/2007;3
860.664/2008;3
860.664/2009;3
860.664/2010;5
860.664/2011;3
860.664/2012;3
860.664/2013;3
860.664/2014;3
860.664/2015;3
860.664/2016;3
860.664/2017;3
860.664/2018;3
860.664/2019;3
860.664/2020;3
860.664/2021;3
860.664/2022;3
860.664/2023;5
860.664/2024;3
860.664/2025;3
860.665/1999;3
860.665/2000;3
860.665/2001;3
860.665/2002;6
860.665/2003;3
860.665/2004;3
860.665/2005;3
860.665/2006;3
860.665/2007;3
860.665/2008;3
860.665/2009;3
860.665/2010;3
860.665/2011;3
860.665/2012;6
860.665/2013;3
860.665/2014;3
860.665/2016;3
860.665/2017;3
860.665/2018;3
860.665/2019;5
860.665/2020;3
860.665/2021;3
860.665/2022;3
860.665/2023;5
860.665/2024;3
860.665/2025;3
860.666/2000;3
860.666/2001;3
860.666/2002;6
860.666/2003;3
860.666/2004;3
860.666/2005;3
860.666/2006;5
860.666/2007;3
860.666/2008;3
860.666/2009;3
860.666/2010;3
860.666/2011;3
860.666/2012;3
860.666/2013;3
860.666/2014;3
860.666/2016;3
860.666/2017;3
860.666/2018;3
860.666/2019;50
860.666/2020;3
860.666/2021;3
860.666/2022;3
860.666/2023;3
860.666/2024;3
860.666/2025;3
860.667/2000;3
860.667/2001;3
860.667/2002;3
860.667/2003;3
860.667/2004;5
860.667/2005;3
860.667/2006;3
860.667/2007;6
860.667/2008;3
860.667/2009;7
860.667/2010;3
860.667/2011;3
860.667/2012;3
860.667/2013;3
860.667/2014;3
860.667/2016;3
860.667/2017;3
860.667/2018;3
860.667/2019;3
860.667/2020;3
860.667/2021;3
860.667/2022;3
860.667/2023;3
860.667/2024;3
860.667/2025;3
860.668/2000;3
860.668/2001;6
860.668/2002;3
860.668/2003;3
860.668/2004;3
860.668/2005;3
860.668/2006;5
860.668/2007;3
860.668/2008;3
860.668/2009;5
860.668/2010;3
860.668/2011;3
860.668/2012;3
860.668/2013;3
860.668/2014;3
860.668/2016;3
860.668/2017;3
860.668/2018;3
860.668/2019;3
860.668/2020;3
860.668/2021;3
860.668/2022;3
860.668/2023;3
860.668/2024;3
860.668/2025;3
860.669/2000;5
860.669/2001;3
860.669/2002;50
860.669/2003;3
860.669/2004;3
860.669/2005;3
860.669/2006;5
860.669/2007;3
860.669/2008;3
860.669/2009;5
860.669/2010;3
860.669/2011;3
860.669/2012;3
860.669/2013;3
860.669/2014;3
860.669/2016;3
860.669/2017;3
860.669/2018;3
860.669/2019;5
860.669/2020;3
860.669/2021;3
860.669/2022;3
860.669/2023;3
860.669/2024;3
860.669/2025;5
860.670/2000;3
860.670/2001;3
860.670/2002;50
860.670/2003;3
860.670/2004;5
860.670/2005;3
860.670/2006;5
860.670/2007;6
860.670/2008;3
860.670/2009;3
860.670/2010;3
860.670/2011;3
860.670/2012;3
860.670/2013;5
860.670/2014;3
860.670/2016;3
860.670/2017;3
860.670/2018;3
860.670/2019;3
860.670/2020;3
860.670/2021;3
860.670/2022;3
860.670/2023;3
860.670/2024;3
860.670/2025;3
860.671/2000;6
860.671/2001;3
860.671/2002;2
860.671/2003;3
860.671/2004;3
860.671/2005;3
860.671/2006;4
860.671/2007;3
860.671/2008;3
860.671/2009;3
860.671/2010;3
860.671/2011;3
860.671/2012;3
860.671/2013;5
860.671/2014;3
860.671/2016;3
860.671/2017;3
860.671/2018;5
860.671/2019;3
860.671/2020;3
860.671/2021;3
860.671/2022;3
860.671/2023;3
860.671/2024;3
860.672/2000;6
860.672/2001;3
860.672/2002;3
860.672/2003;3
860.672/2004;3
860.672/2005;3
860.672/2006;4
860.672/2007;3
864.220/2012;3
864.220/2013;3
864.220/2014;3
864.220/2015;6
864.220/2016;3
864.220/2017;5
864.220/2018;3
864.220/2020;5
864.220/2021;3
864.220/2022;3
864.220/2023;3
864.220/2024;3
864.221/2001;3
864.221/2002;5
864.221/2003;3
864.221/2004;3
864.221/2006;3
864.221/2007;3
864.221/2008;3
864.221/2009;3
864.221/2010;3
864.221/2011;3
864.221/2012;4
864.221/2013;3
864.221/2014;3
864.221/2015;5
864.221/2016;3
864.221/2017;3
864.221/2018;3
864.221/2020;3
864.221/2021;3
864.221/2022;3
864.221/2022;50
864.221/2023;3
864.221/2024;3
864.222/2001;3
864.222/2002;3
864.222/2003;3
864.222/2004;3
864.222/2005;3
864.222/2006;3
864.222/2007;3
864.222/2008;3
864.222/2009;3
864.222/2010;3
864.222/2011;5
864.222/2012;3
864.222/2013;3
864.222/2014;3
864.222/2015;3
864.222/2016;3
864.222/2017;5
864.222/2018;3
864.222/2020;3
864.222/2021;3
864.222/2022;3
864.222/2023;3
864.222/2024;3
864.223/2001;6
864.223/2002;3
864.223/2003;3
864.223/2004;3
864.223/2005;3
864.223/2006;3
864.223/2007;3
864.223/2008;3
864.223/2009;3
864.223/2010;6
864.223/2011;3
864.223/2012;5
864.223/2013;3
864.223/2014;3
864.223/2015;3
864.223/2016;3
864.223/2017;3
864.223/2017;50
864.223/2018;5
864.223/2019;3
864.223/2020;3
864.223/2021;6
864.223/2022;3
864.223/2023;3
864.223/2024;3
864.224/2001;3
864.224/2002;3
864.224/2003;3
864.224/2004;3
864.224/2005;3
864.224/2006;3
864.224/2007;3
864.224/2008;3
864.224/2009;3
864.224/2010;3
864.224/2011;3
864.224/2012;5
864.224/2013;3
864.224/2014;50
864.224/2015;3
864.224/2016;6
864.224/2017;3
864.224/2017;50
864.224/2018;3
864.224/2019;5
864.224/2020;3
864.224/2021;5
864.224/2022;3
864.224/2023;4
864.224/2023;5
864.224/2024;3
864.225/2001;3
864.225/2002;6
864.225/2003;3
864.225/2004;3
864.225/2005;3
864.225/2006;3
864.225/2007;3
864.225/2008;3
864.225/2009;3
864.225/2010;3
864.225/2011;3
864.225/2012;3
864.225/2013;3
864.225/2014;50
864.225/2015;3
864.225/2016;3
864.225/2017;50
864.225/2018;5
864.225/2019;3
864.225/2020;5
864.225/2021;3
864.225/2022;3
864.225/2022;50
864.225/2023;3
864.225/2024;3
864.226/2001;3
864.226/2002;3
864.226/2003;3
864.226/2004;3
864.226/2005;3
864.226/2006;3
864.226/2007;3
864.226/2008;3
864.226/2009;3
864.226/2010;2
864.226/2011;6
864.226/2012;5
864.226/2013;3
864.226/2014;3
864.226/2015;3
864.226/2016;3
864.226/2017;3
864.226/2018;3
864.226/2019;3
864.226/2020;3
864.226/2021;3
864.226/2022;3
864.226/2023;3
864.226/2024;3
864.227/2001;3
864.227/2002;3
864.227/2003;3
864.227/2004;3
864.227/2005;3
864.227/2006;3
864.227/2007;5
864.227/2008;3
864.227/2009;6
864.227/2010;3
864.227/2011;3
864.227/2012;3
864.227/2013;3
864.227/2014;3
864.227/2015;5
864.227/2016;3
864.227/2017;5
864.227/2018;50
864.227/2020;3
864.227/2021;3
864.227/2022;50
864.227/2023;3
864.227/2024;3
864.227/2025;3
864.228/2001;5
864.228/2002;3
864.228/2003;3
864.228/2004;3
864.228/2005;3
864.228/2006;3
864.228/2007;5
864.228/2008;3
864.228/2009;3
864.228/2010;5
864.228/2011;3
864.228/2012;3
864.228/2013;3
864.228/2014;3
864.228/2015;3
864.228/2016;3
864.228/2017;5
864.228/2018;3
864.228/2019;3
864.228/2020;3
864.228/2021;3
864.228/2022;50
864.228/2023;3
864.228/2024;3
864.228/2025;3
864.229/2001;6
864.229/2002;5
864.229/2003;3
864.229/2004;3
864.229/2005;6
864.229/2006;3
864.229/2007;3
864.229/2008;3
864.229/2009;3
864.229/2010;3
864.229/2011;3
864.229/2012;3
864.229/2013;3
864.229/2014;5
864.229/2015;3
864.229/2017;3
864.229/2018;3
864.229/2019;3
864.229/2020;3
864.229/2021;3
864.229/2022;3
864.229/2023;5
864.229/2024;50
864.229/2025;3
864.230/2001;5
864.230/2002;3
864.230/2003;3
864.230/2004;3
864.230/2005;3
864.230/2006;3
864.230/2007;3
864.230/2008;3
864.230/2009;5
864.230/2010;6
864.230/2011;3
864.230/2012;3
864.230/2013;3
864.230/2014;50
864.230/2015;3
864.230/2016;3
864.230/2017;3
864.230/2018;3
864.230/2019;3
864.230/2020;3
864.230/2021;3
864.230/2022;50
864.230/2023;3
864.230/2024;3
864.230/2025;3
864.231/2001;3
864.231/2002;3
864.231/2003;3
864.231/2004;3
864.231/2005;3
864.231/2006;3
864.231/2007;3
864.231/2008;3
864.231/2009;3
864.231/2010;6
864.231/2011;3
864.231/2012;3
864.231/2013;3
864.231/2014;5
864.231/2015;3
864.231/2016;3
864.231/2018;3
864.231/2018;50
864.231/2019;3
864.231/2020;3
864.231/2021;3
864.231/2022;50
864.231/2023;3
864.231/2024;3
864.231/2025;5
864.232/2001;6
864.232/2003;3
864.232/2004;3
864.232/2005;3
864.232/2006;3
864.232/2007;3
864.232/2008;3
864.232/2009;3
864.232/2010;3
864.232/2011;3
864.232/2012;3
864.232/2013;3
864.232/2014;3
864.232/2015;5
870.866/2001;3
870.866/2002;3
870.866/2003;3
870.866/2004;6
870.866/2005;3
870.866/2006;3
870.866/2007;3
870.866/2008;3
870.866/2009;3
870.866/2010;3
870.866/2011;3
870.866/2012;3
870.866/2013;3
870.866/2014;3
870.866/2015;3
870.866/2016;3
870.866/2017;3
870.866/2018;3
870.866/2019;3
870.866/2021;3
870.866/2022;3
870.866/2023;3
870.866/2024;3
870.866/2025;3
870.867/2000;3
870.867/2001;3
870.867/2002;3
870.867/2003;3
870.867/2004;3
870.867/2005;3
870.867/2006;3
870.867/2007;3
870.867/2008;3
870.867/2009;3
870.867/2010;3
870.867/2011;3
870.867/2012;3
870.867/2013;3
870.867/2014;3
870.867/2015;3
870.867/2016;3
870.867/2017;3
870.867/2018;3
870.867/2019;3
870.867/2021;3
870.867/2022;3
870.867/2023;3
870.867/2024;3
870.867/2025;3
870.868/2000;3
870.868/2001;3
870.868/2002;3
870.868/2003;3
870.868/2004;3
870.868/2005;3
870.868/2006;3
870.868/2007;3
870.868/2008;3
870.868/2009;3
870.868/2010;3
870.868/2011;3
870.868/2012;3
870.868/2013;3
870.868/2014;3
870.868/2015;3
870.868/2016;3
870.868/2017;3
870.868/2018;3
870.868/2019;3
870.868/2020;5
870.868/2021;3
870.868/2022;3
870.868/2023;3
870.868/2024;3
870.868/2025;3
870.869/2000;3
870.869/2001;3
870.869/2002;3
870.869/2003;3
870.869/2004;3
870.869/2005;3
870.869/2006;3
870.869/2007;3
870.869/2008;3
870.869/2009;3
870.869/2010;3
870.869/2011;3
870.869/2012;3
870.869/2013;3
870.869/2014;3
870.869/2015;3
870.869/2016;3
870.869/2017;3
870.869/2018;3
870.869/2019;3
870.869/2020;3
870.869/2021;3
870.869/2022;3
870.869/2023;3
870.869/2024;3
870.869/2025;3
870.870/2000;3
870.870/2001;3
870.870/2002;3
870.870/2003;3
870.870/2004;3
870.870/2005;3
870.870/2006;3
870.870/2007;3
870.870/2008;3
870.870/2009;3
870.870/2010;5
870.870/2011;3
870.870/2012;3
870.870/2013;3
870.870/2014;3
870.870/2015;3
870.870/2016;3
870.870/2017;3
870.870/2018;3
870.870/2019;3
870.870/2020;3
870.870/2021;3
870.870/2022;3
870.870/2023;3
870.870/2024;3
870.870/2025;3
870.871/2000;3
870.871/2001;3
870.871/2002;3
870.871/2003;3
870.871/2004;3
870.871/2005;3
870.871/2006;3
870.871/2007;4
870.871/2008;3
870.871/2009;3
870.871/2010;3
870.871/2011;3
870.871/2012;3
870.871/2013;3
870.871/2014;3
870.871/2015;3
870.871/2016;3
870.871/2017;3
870.871/2018;3
870.871/2019;3
870.871/2021;3
870.871/2022;3
870.871/2023;3
870.871/2024;3
870.871/2025;3
870.872/2000;3
870.872/2001;5
870.872/2002;3
870.872/2003;3
870.872/2004;3
870.872/2005;3
870.872/2006;3
870.872/2007;3
870.872/2008;3
870.872/2009;3
870.872/2010;3
870.872/2011;3
870.872/2012;3
870.872/2013;3
870.872/2014;3
870.872/2015;3
870.872/2016;3
870.872/2017;3
870.872/2018;3
870.872/2019;3
870.872/2021;3
870.872/2022;3
870.872/2023;3
870.872/2024;3
870.872/2025;3
870.873/2000;3
870.873/2001;3
870.873/2002;3
870.873/2003;3
870.873/2004;3
870.873/2005;3
870.873/2006;3
870.873/2007;3
870.873/2008;3
870.873/2009;3
870.873/2010;5
870.873/2011;3
870.873/2012;3
870.873/2013;3
870.873/2014;3
870.873/2015;3
870.873/2016;3
870.873/2017;3
870.873/2018;3
870.873/2019;3
870.873/2021;3
870.873/2022;3
870.873/2023;3
870.873/2024;3
870.873/2025;3
870.874/2000;3
870.874/2001;3
870.874/2002;3
870.874/2003;3
870.874/2004;3
870.874/2005;3
870.874/2006;3
870.874/2007;3
870.874/2008;3
870.874/2009;3
870.874/2010;3
870.874/2011;3
870.874/2012;3
870.874/2013;3
870.874/2014;3
870.874/2015;3
870.874/2016;3
870.874/2017;3
870.874/2018;3
870.874/2019;3
870.874/2021;3
870.874/2022;3
870.874/2023;3
870.874/2024;3
870.874/2025;3
870.875/2000;3
870.875/2001;3
870.875/2002;3
870.875/2003;3
870.875/2004;3
870.875/2005;3
870.875/2006;3
870.875/2007;3
870.875/2008;3
870.875/2009;4
870.875/2010;3
870.875/2011;3
870.875/2012;3
870.875/2013;3
870.875/2014;3
870.875/2015;3
870.875/2016;3
870.875/2017;3
870.875/2018;3
870.875/2019;3
870.875/2021;3
870.875/2022;3
870.875/2023;3
870.875/2024;3
870.875/2025;3
870.876/2000;3
870.876/2001;3
870.876/2002;3
870.876/2003;3
870.876/2004;3
870.876/2005;3
870.876/2006;4
870.876/2007;3
870.876/2008;3
870.876/2009;3
870.876/2010;3
870.876/2011;3
870.876/2012;3
870.876/2013;3
870.876/2014;3
870.876/2015;3
870.876/2016;3
870.876/2017;3
870.876/2018;3
870.876/2019;3
870.876/2021;3
870.876/2022;3
870.876/2023;3
870.876/2024;5
870.876/2025;3
870.877/2000;3
870.877/2001;3
870.877/2002;3
870.877/2003;3
870.877/2004;3
870.877/2005;3
870.877/2006;3
870.877/2007;3
870.877/2008;3
870.877/2009;3
870.877/2010;3
870.877/2011;3
870.877/2012;3
870.877/2013;3
870.877/2014;3
870.877/2015;3
870.877/2016;3
870.877/2017;3
870.877/2018;3
870.877/2019;3
870.877/2021;3
870.877/2022;3
870.877/2023;3
870.877/2024;3
870.877/2025;3
870.878/2000;3
826.244/2019;3
826.244/2020;3
826.244/2022;3
826.244/2023;3
826.244/2024;3
826.244/2025;3
826.245/2001;3
826.245/2002;3
826.245/2003;3
826.245/2004;3
826.245/2005;3
826.245/2006;3
826.245/2007;3
826.245/2008;3
826.245/2009;6
826.245/2010;50
826.245/2011;3
826.245/2012;3
826.245/2013;3
826.245/2014;3
826.245/2015;3
826.245/2016;3
826.245/2017;3
826.245/2018;3
826.245/2019;3
826.245/2020;3
826.245/2021;50
826.245/2022;3
826.245/2023;3
826.245/2024;3
826.245/2025;3
826.246/2000;5
826.246/2001;3
826.246/2002;5
826.246/2003;6
826.246/2004;3
826.246/2005;5
826.246/2006;3
826.246/2007;5
826.246/2008;5
826.246/2009;3
826.246/2010;50
826.246/2011;3
826.246/2012;3
826.246/2013;3
826.246/2014;6
826.246/2015;3
826.246/2016;3
826.246/2017;3
826.246/2018;3
826.246/2019;3
826.246/2020;50
826.246/2021;3
826.246/2022;3
826.246/2023;3
826.246/2024;3
826.246/2025;3
826.247/2000;5
826.247/2001;3
826.247/2002;5
826.247/2003;3
826.247/2004;3
826.247/2005;3
826.247/2006;3
826.247/2007;5
826.247/2008;3
826.247/2009;3
826.247/2010;50
826.247/2011;3
826.247/2012;3
826.247/2013;3
826.247/2014;3
826.247/2015;6
826.247/2016;6
826.247/2017;3
826.247/2018;5
826.247/2019;5
826.247/2020;50
826.247/2021;3
826.247/2022;5
826.247/2023;3
826.247/2024;3
826.247/2025;3
826.248/2000;5
826.248/2001;3
826.248/2002;3
826.248/2003;5
826.248/2004;3
826.248/2005;3
826.248/2006;3
826.248/2007;50
826.248/2008;3
826.248/2009;3
826.248/2010;3
826.248/2011;3
826.248/2012;3
826.248/2013;5
826.248/2014;5
826.248/2015;6
826.248/2016;3
826.248/2017;3
826.248/2018;3
826.248/2019;6
826.248/2020;3
826.248/2020;50
826.248/2021;3
826.248/2022;3
826.248/2023;3
826.248/2024;3
826.248/2025;3
826.249/2000;3
826.249/2001;3
826.249/2002;3
826.249/2003;5
826.249/2004;3
826.249/2005;3
826.249/2006;3
826.249/2007;3
826.249/2008;3
826.249/2009;5
826.249/2010;3
826.249/2011;6
826.249/2012;3
826.249/2013;5
826.249/2014;3
826.249/2015;6
826.249/2016;3
826.249/2017;3
826.249/2018;3
826.249/2019;6
826.249/2020;3
826.249/2021;3
826.249/2022;3
826.249/2023;6
826.249/2024;3
826.249/2025;3
826.250/2000;6
826.250/2001;3
826.250/2002;3
826.250/2003;6
826.250/2004;3
826.250/2005;3
826.250/2006;3
826.250/2007;5
826.250/2008;3
826.250/2009;3
826.250/2010;3
826.250/2011;3
826.250/2012;3
826.250/2013;50
826.250/2014;3
826.250/2015;6
826.250/2016;3
826.250/2017;3
826.250/2018;3
826.250/2019;5
826.250/2020;3
826.250/2021;6
826.250/2022;3
826.250/2023;3
826.250/2024;3
826.250/2025;3
826.251/2000;3
826.251/2001;3
826.251/2002;3
826.251/2003;3
826.251/2004;3
826.251/2005;5
826.251/2006;3
826.251/2007;6
826.251/2008;3
826.251/2009;3
826.251/2010;3
826.251/2011;6
826.251/2012;3
826.251/2013;5
826.251/2014;3
826.251/2015;3
826.251/2016;5
826.251/2017;3
826.251/2018;6
826.251/2019;5
826.251/2020;3
826.251/2021;6
826.251/2022;3
826.251/2023;3
826.251/2024;5
826.251/2025;3
826.252/2000;6
826.252/2001;3
826.252/2002;5
826.252/2003;50
826.252/2004;3
826.252/2005;3
826.252/2006;50
826.252/2007;6
826.252/2008;3
826.252/2009;3
826.252/2010;1
826.252/2011;5
826.252/2012;3
826.252/2013;3
826.252/2014;3
826.252/2015;3
826.252/2016;3
826.252/2016;50
826.252/2017;3
826.252/2018;3
826.252/2019;3
826.252/2020;3
826.252/2020;50
826.252/2021;3
826.252/2022;3
826.252/2023;3
826.252/2024;3
826.252/2025;3
826.253/2000;3
826.253/2001;3
826.253/2002;3
826.253/2003;3
826.253/2004;3
826.253/2005;3
826.253/2006;3
826.253/2007;50
826.253/2008;3
826.253/2009;3
826.253/2010;3
826.253/2011;3
826.253/2012;3
826.253/2013;5
826.253/2014;50
826.253/2015;5
826.253/2016;3
826.253/2017;3
826.253/2018;3
826.253/2019;1
826.253/2020;3
826.253/2020;50
826.253/2021;3
826.253/2022;3
826.253/2023;3
826.253/2024;3
826.253/2025;3
826.254/2000;3
826.254/2001;3
826.254/2002;3
826.254/2003;6
826.254/2004;3
826.254/2005;5
826.254/2006;3
826.254/2007;3
826.254/2008;3
826.254/2009;3
